feature_id	component_id	mz
249	1	399.3265686035156
25	-1	244.14431762695312
250	35	501.2997741699219
251	41	341.3047180175781
252	1	429.3722839355469
253	1	465.2999572753906
254	-1	631.416748046875
255	-1	519.3104248046875
256	30	626.4620971679688
257	36	359.3155517578125
258	-1	328.3210754394531
259	1	385.3466491699219
26	26	121.06804656982422
260	1	413.3415832519531
261	12	431.3519287109375
262	-1	903.5634765625
263	13	443.3523254394531
264	13	425.3412780761719
265	-1	483.3442687988281
266	1	401.34130859375
267	16	919.5596313476562
268	17	830.6885986328125
269	12	445.367431640625
27	-1	316.2116394042969
270	13	427.3568420410156
271	1	399.36187744140625
272	-1	507.3402404785156
273	1	409.34661865234375
274	22	512.4307250976562
275	3	704.6162109375
276	1	682.6337890625
277	3	574.40185546875
278	1	415.35693359375
279	22	540.461669921875
28	-1	316.21173095703125
280	1	774.5731811523438
281	44	796.5545043945312
282	3	114.12767028808594
283	3	101.11521911621094
284	1	740.5674438476562
285	3	780.5599975585938
286	3	114.12767028808594
287	3	101.11521911621094
288	1	710.6661987304688
289	1	383.36724853515625
29	-1	123.04407501220705
290	1	682.6345825195312
291	1	395.3674011230469
292	3	585.4121704101562
293	-1	112.11200714111328
294	3	142.15892028808594
295	15	128.14334106445312
296	14	158.15383911132812
297	-1	126.1276626586914
298	17	616.5660400390625
299	1	740.5663452148438
3	39	143.99026489257812
30	1	514.1920166015625
300	1	756.5609130859375
301	1	774.57275390625
302	1	429.3725280761719
303	1	534.4883422851562
304	1	516.4774780273438
305	20	887.5685424804688
306	46	112.11204528808594
307	16	903.5634765625
308	1	640.623779296875
309	1	397.3827209472656
31	1	574.2131958007812
310	3	649.587646484375
311	1	640.6226196289062
312	6	144.98202514648438
313	1	802.6041870117188
314	1	784.5936279296875
315	44	824.5857543945312
316	3	901.7093505859376
317	3	752.5453491210938
318	1	670.6343383789062
319	1	768.5985717773438
32	1	207.06515502929688
320	3	808.5913696289062
321	1	750.5864868164062
322	1	670.6350708007812
323	3	140.1433563232422
324	1	802.6043090820312
325	16	887.5686645507812
326	1	784.5934448242188
327	3	883.6997680664062
328	24	871.57373046875
329	1	698.6688232421875
33	1	544.2026977539062
330	1	622.5406494140625
331	24	871.5743408203125
332	1	606.5453491210938
333	3	664.6721801757812
334	-1	536.1654052734375
335	1	829.6547241210938
336	3	664.6721801757812
337	3	152.14334106445312
338	16	887.56787109375
339	1	622.539794921875
34	26	135.0839080810547
340	3	723.6605224609375
341	1	666.6389770507812
342	1	742.5823974609375
343	32	399.3621520996094
344	1	696.6500244140625
345	3	140.14346313476562
346	1	395.3671875
347	1	411.3621826171875
348	3	520.4337158203125
349	24	871.57373046875
35	1	600.2659912109375
350	1	518.4931640625
351	1	696.64990234375
352	1	556.5299072265625
353	17	832.7023315429688
354	1	812.6246948242188
355	1	796.6299438476562
356	1	830.6346435546875
357	1	650.5718994140625
358	1	652.58740234375
359	3	929.7420654296876
36	40	591.2047729492188
360	1	654.6396484375
361	42	610.18408203125
362	-1	152.143310546875
363	32	413.3777465820313
364	42	611.1852416992188
365	1	684.64990234375
366	45	663.4534301757812
367	45	663.4535522460938
368	-1	804.603759765625
369	1	684.650146484375
37	1	343.1021728515625
370	3	749.677001953125
371	1	650.5714721679688
372	-1	456.4197998046875
373	3	869.7197265625
374	1	668.5816650390625
375	1	752.6033935546875
376	23	172.13319396972656
377	15	156.17454528808594
378	15	156.17459106445312
379	3	142.15890502929688
38	-1	217.10696411132812
380	3	142.15890502929688
381	15	128.14334106445312
382	-1	126.12770080566406
383	14	158.15383911132812
384	46	112.11197662353516
385	3	126.12757873535156
386	3	114.1276397705078
387	1	814.6405029296875
388	1	842.6705322265625
389	1	830.6339721679688
39	-1	173.08074951171875
390	1	858.6659545898438
391	1	812.623779296875
392	4	125.98617553710938
393	6	115.96398162841795
394	4	125.98622131347656
395	38	115.96401977539062
396	6	291.8895263671875
397	-1	261.8945007324219
398	6	111.96833038330078
399	-1	420.7869567871094
4	47	129.48988342285156
40	1	636.2291259765625
400	10	139.9633026123047
401	6	113.963623046875
402	6	111.96834564208984
403	10	139.96331787109375
404	10	141.9585723876953
405	6	276.8965759277344
406	7	363.7898254394531
407	7	318.7920227050781
408	9	246.8620758056641
409	9	287.8887939453125
41	23	172.1332244873047
410	9	246.86209106445312
411	9	285.8932800292969
412	10	159.9692840576172
413	43	481.7248229980469
414	7	318.7920227050781
415	6	274.90142822265625
416	7	431.7770385742187
417	7	408.7872314453125
418	18	336.80279541015625
419	9	264.872802734375
42	1	369.1177978515625
420	6	276.89654541015625
421	10	159.96920776367188
422	7	408.7874145507813
423	7	361.7945251464844
424	43	453.7303466796875
425	9	264.87286376953125
426	7	363.7897644042969
427	18	336.8028564453125
428	10	178.94593811035156
429	3	100.11196899414062
43	1	565.1917114257812
44	-1	194.11570739746097
45	1	570.2180786132812
46	23	172.1331787109375
47	1	696.2498779296875
48	1	666.2393798828125
49	3	671.194580078125
5	48	297.9629821777344
50	-1	667.2423706054688
51	-1	329.1017150878906
52	-1	605.1767578125
53	1	602.2791137695312
54	1	249.11209106445312
55	1	600.2713012695312
56	1	197.11721801757812
57	1	207.0651397705078
58	-1	175.0388946533203
59	-1	589.189697265625
6	-1	258.95672607421875
60	-1	671.1958618164062
61	1	519.1862182617188
62	1	509.1289367675781
63	1	347.0760498046875
64	-1	645.215576171875
65	-1	681.2144775390625
66	1	526.1920166015625
67	8	218.2115020751953
68	8	218.21139526367188
69	-1	748.2821655273438
7	4	242.9827423095703
70	19	794.3245239257812
71	40	769.268310546875
72	1	369.1176452636719
73	19	387.14410400390625
74	19	764.3133544921875
75	-1	260.16448974609375
76	1	789.29736328125
77	-1	249.11001586914065
78	-1	209.1171112060547
79	1	759.2868041992188
8	48	297.9630126953125
80	1	806.3236694335938
81	1	291.19549560546875
82	8	246.2427673339844
83	8	246.2427520751953
84	1	295.2266845703125
85	5	195.1379241943359
86	37	369.19476318359375
87	5	213.14849853515625
88	1	149.1325225830078
89	1	313.2374572753906
9	27	137.50308227539062
90	1	277.2161560058594
91	1	330.26385498046875
92	1	348.2744445800781
93	29	109.10112762451172
94	-1	173.1171875
95	-1	155.10665893554688
96	1	273.1850280761719
97	14	158.15396118164062
98	14	158.1539306640625
99	1	275.20050048828125
