feature_id	component_id	mz
379	11	903.5639038085938
38	1	312.123046875
380	1	640.623779296875
381	2	142.15896606445312
382	2	114.12767791748048
383	2	750.6240234375
384	-1	673.5008544921875
385	15	668.5458374023438
386	-1	696.576171875
387	16	582.5097045898438
388	16	565.4830322265625
389	6	144.98202514648438
39	-1	175.11170959472656
390	1	670.6343383789062
391	1	397.38232421875
392	11	887.5686645507812
393	34	871.57373046875
394	11	887.5678100585938
395	16	610.5404052734375
396	1	698.6688232421875
397	16	593.5143432617188
398	1	654.6033935546875
399	2	664.6721801757812
4	47	297.9629821777344
40	22	356.18548583984375
400	20	536.1654052734375
401	20	537.166015625
402	20	539.1636352539062
403	27	829.6547241210938
404	2	152.14334106445312
405	11	887.56787109375
406	1	666.6389770507812
407	1	642.6032104492188
408	1	696.6500244140625
409	2	140.14346313476562
41	1	265.1431884765625
410	1	395.3671875
411	-1	520.4336547851562
412	34	871.57373046875
413	1	832.7023315429688
414	2	156.17454528808594
415	1	654.6396484375
416	46	610.18408203125
417	46	611.1849975585938
418	1	832.703125
419	1	684.64990234375
42	1	372.1441955566406
420	1	668.6187744140625
421	29	663.4534301757812
422	-1	804.603759765625
423	29	663.4537963867188
424	2	156.17459106445312
425	2	142.15890502929688
426	2	128.14334106445312
427	41	158.15383911132812
428	2	112.11197662353516
429	2	126.12757873535156
43	1	177.12733459472656
430	13	125.98617553710938
431	18	115.96398162841795
432	13	125.98624420166016
433	6	291.88958740234375
434	-1	261.8946838378906
435	18	111.96833038330078
436	10	139.9633026123047
437	10	139.9633331298828
438	18	113.96363830566406
439	10	141.9586181640625
44	1	290.2326965332031
440	18	111.96837615966795
441	6	276.8965759277344
442	8	363.7898254394531
443	8	318.7920227050781
444	14	246.8620758056641
445	14	287.88873291015625
446	10	159.9692840576172
447	28	481.7248229980469
448	6	276.89654541015625
449	8	363.789794921875
45	1	342.1336364746094
450	14	246.86209106445312
451	8	408.7872009277344
452	28	453.7302551269531
453	8	431.776611328125
454	8	408.7872314453125
455	23	336.80279541015625
456	14	264.8728332519531
457	8	318.7919616699219
458	14	264.87286376953125
459	10	178.9459228515625
46	1	267.1590270996094
460	23	336.8028869628906
461	10	159.9691925048828
462	-1	313.8841247558594
463	2	100.11198425292967
47	40	331.11761474609375
48	2	293.17236328125
49	7	400.1601257324219
5	6	221.0054626464844
50	1	312.1229553222656
51	-1	300.1598205566406
52	1	290.2326354980469
53	12	218.2115020751953
54	12	218.21141052246097
55	1	253.1798553466797
56	1	326.1385803222656
57	-1	260.16448974609375
58	1	263.1277770996094
59	43	216.17465209960935
6	-1	114.9861068725586
60	1	245.1171417236328
61	1	356.1490783691406
62	1	339.12261962890625
63	-1	337.1047058105469
64	1	309.10986328125
65	9	269.1171569824219
66	-1	414.2276611328125
67	1	235.16921997070312
68	1	217.15866088867188
69	9	271.0964660644531
7	47	297.9630126953125
70	17	313.10711669921875
71	1	296.1280517578125
72	1	279.1017150878906
73	1	221.15362548828125
74	-1	331.11773681640625
75	1	231.1380157470703
76	1	249.14849853515625
77	1	201.163818359375
78	7	329.10076904296875
79	-1	261.112060546875
8	31	137.50308227539062
80	1	315.1227111816406
81	9	297.1121520996094
82	-1	651.2201538085938
83	36	274.2377624511719
84	1	203.17935180664065
85	36	256.22711181640625
86	-1	288.2170715332031
87	1	267.15911865234375
88	-1	467.2428894042969
89	38	312.0866394042969
9	6	308.90374755859375
90	1	233.1536102294922
91	1	251.1641082763672
92	1	272.2220764160156
93	48	439.1751403808594
94	-1	310.1436462402344
95	12	246.2427673339844
96	12	246.2427673339844
97	1	366.09716796875
98	5	341.13824462890625
99	1	324.1230773925781
