row ID,row m/z,row retention time,20230404_LFX_OK_260_VGF136_F09_1_neg.mzML Peak area
1,146.9385528564453,0.2367,2.0399666E7
10,338.8595886230469,0.25561666666666666,1986297.0
100,349.20166015625,3.1124666666666667,1215522.5
101,289.1808776855469,3.153033333333333,511699.84375
102,325.202392578125,3.1760333333333337,417695.3125
103,307.19134521484375,3.1953833333333335,1111082.5
104,501.3223876953125,3.2335333333333334,1480073.25
105,255.0663299560547,3.2335333333333334,585656.0
106,283.06103515625,3.306766666666667,2451843.75
107,313.07171630859375,3.3238833333333333,314852.6875
108,311.22259521484375,3.3409833333333334,1330546.125
109,305.17578125,3.3665666666666665,1152456.125
11,772.578857421875,0.2662666666666667,1914829.375
110,537.0828857421875,3.3922666666666665,849605.25
111,293.17572021484375,3.4120500000000002,631879.0625
112,365.1967468261719,3.435366666666667,529298.25
113,503.33013916015625,3.5366333333333335,1283764.125
114,569.3097534179688,3.5366333333333335,1047198.9375
115,646.2455444335938,3.5366333333333335,697758.625
116,501.3218078613281,3.541033333333333,1.7196674E7
117,309.2071228027344,3.541033333333333,2417440.5
118,601.247314453125,3.541033333333333,399289.125
119,311.2227783203125,3.5956333333333332,1247989.25
12,327.1083679199219,0.5842833333333334,882338.9375
120,291.1964111328125,3.5956333333333332,1103429.5
121,327.2176818847656,3.603133333333333,518696.0625
122,517.3170776367188,3.6693333333333333,954331.125
123,325.20263671875,3.7389,313555.28125
124,485.32763671875,3.7539666666666665,436323.28125
125,499.3055725097656,3.7731666666666666,734276.6875
126,307.1913757324219,3.7950999999999997,1375897.875
127,567.1297607421875,3.8252666666666664,489748.78125
128,311.22247314453125,3.8772333333333333,5369164.5
129,379.2098388671875,3.8772333333333333,365733.34375
13,451.1453857421875,0.6746166666666666,976547.9375
130,313.2385559082031,3.8992833333333334,919227.3125
131,535.3644409179688,3.9248833333333333,1413366.25
132,681.29833984375,3.9248833333333333,523589.625
133,333.2071838378906,3.9429333333333334,498372.53125
134,499.305908203125,4.075916666666667,1849240.75
135,457.33251953125,4.080933333333333,563328.4375
136,679.3851318359375,4.1063,1943361.125
137,315.25396728515625,4.1184,2546507.25
138,327.2176513671875,4.132516666666667,468113.5625
139,269.2122497558594,4.168983333333333,397084.0
14,327.1083068847656,0.7918333333333333,2749442.25
140,485.3272705078125,4.181183333333333,662760.375
141,293.21221923828125,4.22265,2942663.5
142,315.2538757324219,4.235983333333333,3187426.25
143,309.2073059082031,4.2526166666666665,903940.75
144,313.23846435546875,4.2941666666666665,557683.8125
145,291.1964111328125,4.317833333333334,3307240.75
146,533.3486938476562,4.3896500000000005,981804.375
147,267.1965026855469,4.458233333333334,526059.9375
148,231.93148803710938,4.495066666666667,601072.25
149,436.15576171875,4.519233333333333,491255.90625
15,472.0306396484375,0.7918333333333333,878254.5625
150,425.1863708496094,4.519233333333333,324254.59375
151,395.152587890625,4.526133333333333,729955.25
152,295.22772216796875,4.5305,2.127899E7
153,471.34783935546875,4.5305,933516.5
154,456.1451721191406,4.628433333333334,434130.9375
155,311.2225036621094,4.632816666666667,1523126.875
156,293.212158203125,4.639666666666667,2.168398E7
157,379.2101135253906,4.642216666666667,1362163.875
158,281.21221923828125,4.683016666666666,566126.4375
159,297.24310302734375,4.687683333333334,3355872.0
16,577.134765625,0.8677666666666667,463109.8125
160,311.1684875488281,4.734916666666667,526244.8125
161,281.2121887207031,4.76235,484648.84375
162,365.23077392578125,4.847433333333333,944319.125
163,297.2432556152344,4.8544833333333335,1.4160102E7
164,297.2432556152344,4.8544833333333335,1.4160102E7
165,397.1679382324219,4.8544833333333335,750646.5
166,438.1712951660156,4.8544833333333335,544188.375
167,427.20208740234375,4.8544833333333335,378555.53125
168,271.2277526855469,4.88665,351360.5625
169,487.3432312011719,4.90615,608119.0625
17,137.0244140625,0.8818666666666667,735546.5
170,458.1607666015625,4.9333833333333335,473850.65625
171,313.2383728027344,4.93585,4481439.5
172,381.2257385253906,4.93585,1929715.75
173,413.1636657714844,4.93585,400048.90625
174,469.3324279785156,4.9733,404655.1875
175,381.2258605957031,4.989199999999999,2619734.25
176,397.1915588378906,4.989199999999999,474009.5625
177,371.1737976074219,4.989199999999999,350976.96875
178,295.2277526855469,4.99345,3.4141744E7
179,395.15264892578125,4.99345,440738.90625
18,289.07171630859375,0.9242,3174878.5
180,485.32623291015625,5.0510166666666665,505848.78125
181,299.25921630859375,5.11625,408180.25
182,617.4064331054688,5.150666666666667,1260710.875
183,325.1842346191406,5.231616666666667,601830.75
184,487.342529296875,5.296533333333333,4437167.0
185,555.3303833007812,5.296533333333333,310162.25
186,617.384765625,5.314066666666666,804348.375
187,615.390380859375,5.3755500000000005,657545.9375
188,341.2695007324219,5.41165,417110.59375
189,503.337890625,5.4371,683557.25
19,433.9941101074219,0.9242,475737.65625
190,323.25921630859375,5.463433333333333,2230003.75
191,517.35400390625,5.463433333333333,305378.40625
192,475.34271240234375,5.565883333333333,633629.125
193,362.87493896484375,5.577699999999999,327589.65625
194,477.35845947265625,5.67755,439406.90625
