rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
52	C18H34O3	[M - H]-	C18H34O3	0.9999999999999999	35.6686915193147	29.5521858813473	6.116505637967402	6	0.6620989845185061	-0.10194793673576344	0.15634138336059958	-0.8843957603279881		297.24326	291.269	164_20230404_LFX_OK_260_VGF136_F09_1_neg_164
53	C20H22O6	[M - H]-	C20H22O6	0.9999999999999999	33.644882666994334	29.92597334395983	3.7189093230345067	6	0.40773159110970403	0.4518448980491106	0.8520150230019573	-0.8351239398397456		357.13406	148.565	78_20230404_LFX_OK_260_VGF136_F09_1_neg_78
53	C20H24O7	[M - H2O - H]-	C20H22O6	0.9999999999999999	33.644882666994334	29.92597334395983	3.7189093230345067	7	0.40773159110970403	0.4518448980491106	0.8520150230019573	-50431.65792578029		357.13406	148.565	78_20230404_LFX_OK_260_VGF136_F09_1_neg_78
53	C20H26O8	[M - H4O2 - H]-	C20H22O6	0.9999999999999999	33.644882666994334	29.92597334395983	3.7189093230345067	7	0.40773159110970403	0.4518448980491106	0.8520150230019573	-100862.48072762073		357.13406	148.565	78_20230404_LFX_OK_260_VGF136_F09_1_neg_78
54	C17H28N6O4	[M - H]-	C17H28N6O4	0.9999999999999999	33.46849147257735	27.766529782481207	5.701961690096142	15	0.17998258573359643	0.7227603814816265	0.7227603814816265	0.4920793895515027		379.21011	278.533	157_20230404_LFX_OK_260_VGF136_F09_1_neg_157
55	C19H30N4O5S	[M - H]-	C19H30N4O5S	0.9999999999999999	33.38560401160162	33.38560401160162	0.0	6	0.7199994605305565	-0.15765902188298778	0.3932833205989265	-0.10291557556951028		425.18637	271.154	150_20230404_LFX_OK_260_VGF136_F09_1_neg_150
56	C10H18O4	[M - H]-	C10H18O4	0.9999999999999999	33.26230561476988	29.89257663614558	3.3697289786242988	5	0.8089474099169733	0.31449337246589926	0.44096079102524754	-0.44096079102524754		201.11314	129.368	64_20230404_LFX_OK_260_VGF136_F09_1_neg_64
57	C40H75NO9	[M + CH2O2 - H]-	C41H77NO11	0.9999999999999999	32.8819224143536	32.8819224143536	0.0	5	0.15927560617091482	0.34580487977022234	0.6158143349856962	0.36615252201291354		758.54266	438.856	220_20230404_LFX_OK_260_VGF136_F09_1_neg_220
58	C15H20O7	[M - H]-	C15H20O7	0.9999999999999999	32.420747389144175	28.807440803722503	3.6133065854216726	5	0.33155074487798736	-0.4231731015868126	0.6481905769732847	-0.4231731015868126		311.11349	74.46	31_20230404_LFX_OK_260_VGF136_F09_1_neg_31
59	C15H12O4	[M - H]-	C15H12O4	0.9999999999999999	32.20259326868894	28.410756577305754	3.7918366913831885	9	0.6442255657648691	0.18639914263210336	0.29077114287953887	0.18639914263210336		255.06633	194.012	105_20230404_LFX_OK_260_VGF136_F09_1_neg_105
60	C29H48O5	[M - H]-	C29H48O5	0.9999999999999999	32.0325411045916	28.218498830487242	3.8140422741043576	7	0.46496549757014616	-0.39083709674932116	0.7988834431459613	-0.39083709674932116		475.34271	333.953	192_20230404_LFX_OK_260_VGF136_F09_1_neg_192
61	C21H36O9	[M - H]-	C21H36O9	0.9999999999999999	31.9571649419174	28.106662202627902	3.850502739289498	5	0.9165845080878268	0.7277093061708906	0.7277093061708906	-0.5384794481453856		431.22842	174.859	88_20230404_LFX_OK_260_VGF136_F09_1_neg_88
62	C17H30O3	[M - H]-	C17H30O3	0.9999999999999999	31.76227554371649	27.937004012429178	3.825271531287314	8	0.5603738356750858	-0.3128744013140854	0.7852802028193577	-0.1054264626260821		281.21219	285.741	161_20230404_LFX_OK_260_VGF136_F09_1_neg_161
63	C18H34O4	[M - H]-	C18H34O4	0.9999999999999999	31.688299536919008	27.75496896915674	3.9333305677622685	6	0.6786899087783085	-0.037663954538341086	0.3287894147604179	0.09973091700499458		313.23846	257.65	144_20230404_LFX_OK_260_VGF136_F09_1_neg_144
